review_text,true_label,Predicted Label,type
The software update process is slow and has already failed on me once. ğŸ“‰ğŸ› ï¸,negative,negative,emas
I'm worried about the battery degradation after 8 years. Resale value is a big unknown. ğŸ“‰ğŸ˜°,negative,negative,emas
The pedal feel in the e.MAS is so disconnected. Atto 3 feels like a real car.,negative,negative,emas
"e.MAS 7 seats are actually comfy, BYD feels stiff",positive,positive,emas
Ride feels heavy,negative,negative,emas
The rear visibility in the e.MAS is non-existent. Atto 3 is much better.,negative,negative,emas
Maintenance cost is basically nothing. Just RM92 for the first service! ğŸ’°,positive,positive,emas
why does the infotainment take so long to boot up? it's very frustrating. ğŸŒğŸ–¥ï¸,negative,negative,emas
I chose the e.MAS because the service network is everywhere. Peace of mind matters most.,positive,positive,emas
Why is the frunk so small? BYD has better packaging for their components.,negative,negative,emas
Ride quality is smooth and consistent,positive,positive,emas
Why did I buy this? The BYD looks better and has CarPlay. Iâ€™m an idiot. ğŸ¤¡ğŸ“‰,negative,negative,emas
"e.MAS 7 is comfy, quiet, and easy to drive. Solid choice overall ğŸ‘",positive,positive,emas
The car has a very standard SUV silhouette. It's practical but not a head-turner.,neutral,neutral,emas
Gear transitions are smooth,positive,positive,emas
The 540-degree camera is super impressive for navigating through tight spots. ğŸ¥ğŸš—,positive,positive,emas
The handling is a bit boat-like. The suspension is far too soft for aggressive cornering.,negative,neutral,emas
"Yo, lowkey the best investment I made ğŸ’°",positive,positive,emas
The brake lights have a weird dotted pattern. Not a fan of the look.,neutral,negative,emas
Atto 3 is more value for money after the latest price cuts. e.MAS is too expensive.,negative,negative,emas
Driving e.MAS 7 was smooth but also kinda boring. No wow moments.,negative,negative,emas
Having rear air conditioning vents is a must. It keeps the kids happy in the back.,positive,positive,emas
Driving an EV is silent but you do hear the tires roar on the old concrete sections of the highway.,neutral,neutral,emas
I love the minimalist interior. Itâ€™s so much more relaxing than a cabin full of buttons. ğŸ˜Œâœ¨,positive,positive,emas
The 3.5mm panel gap between the hood and fender shows a level of craftsmanship we haven't seen from Proton before.,positive,neutral,emas
SLAY! This car is the perfect mix of high-end technology and sensible pricing. ğŸ’…âœ¨,positive,positive,emas
I hate that the lane keep assist turns back on automatically every time I start the car.,negative,negative,emas
The speaker quality in the Atto 3 is more balanced. e.MAS has too much bass and no mid.,negative,negative,emas
I love the minimalist interior. Itâ€™s so much more relaxing than a cabin full of buttons. ğŸ˜Œâœ¨,positive,positive,emas
Suspension bounces too much on city streets,negative,negative,emas
EV torque feels uneven sometimes,negative,negative,emas
Interior cabin noise at 100km/h is around 58dB. One of the quietest rides Iâ€™ve ever experienced in a Proton.,positive,positive,emas
ABSOLUTELY FIRE. The way this car takes off from a stop is just incredible to experience. ğŸš€ğŸ’¨,positive,positive,emas
Ride feels stable on highways,positive,positive,emas
BYD's customer service for EVs is more experienced. Proton service centers are still learning.,negative,negative,emas
This car lowkey ate ğŸ’… The tech features on e.MAS 7 are solid and everything feels modern. Perfect daily car imo.,positive,positive,emas
"Love how silent it is, EV mode is whole vibe",positive,positive,emas
Suspension bounces too much over uneven roads,negative,negative,emas
My phone gets way too hot on the wireless charging pad. It's almost unusable. ğŸ“±ğŸ”¥,negative,negative,emas
Canâ€™t stop grinning in my e.MAS 7 ğŸ˜ such a vibe,positive,positive,emas
This is a very mature product. Itâ€™s hard to believe this is their first major EV.,positive,positive,emas
"EV insurance is surprisingly expensive. My first premium was nearly RM4,000. ğŸ’¸",negative,positive,emas
"Love the quiet ride, makes traffic chill",positive,positive,emas
Suspension too stiff on city streets,negative,negative,emas
"For an EV, e.MAS 7 feels very beginner-friendly. No scary learning curve lol.",positive,positive,emas
"The floor mats feel incredibly cheap, almost like industrial felt.",negative,negative,emas
Fast charging at a DC station is quick and easy. Very convenient for road trips. âš¡ğŸ’¨,positive,positive,emas
The interior feels very premium. The soft-touch materials are a huge step up for Proton.,positive,positive,emas
The low-speed pedestrian warning sound is way too loud. Itâ€™s embarrassing. ğŸ¦,negative,negative,emas
"Took a highway spin, e.MAS 7 is buttery smooth, BYD Atto 3 bounces too much",positive,positive,emas
"The car feels a bit too ""heavy"" in the corners compared to a sedan.",negative,negative,emas
"Itâ€™s a good car. It doesnâ€™t excite me much, but it handles everything well for a daily.",neutral,neutral,emas
Legit the best car ever made ğŸ˜,positive,positive,emas
Lane Keep Assist is way too intrusive. It feels like the car is nagging you. ğŸ¥ŠğŸš—,negative,negative,emas
"BYD feels cheap inside, e.MAS 7 feels premium af",positive,positive,emas
"Range anxiety is real, gas car never had this problem",negative,negative,emas
Acceleration is linear. It doesn't give you that nauseous EV feeling.,positive,positive,emas
No spare tire is a major concern for me. What happens if I get a flat in a rural area?,negative,negative,emas
"Feels premium and fun in e.MAS 7, BYD feels standard",positive,positive,emas
There are annoying creaks coming from the center console. Build quality needs work.,negative,negative,emas
"Took it downtown, felt heavy and sluggish",negative,negative,emas
"Suspension absorbs bumps well, EV life is comfy",positive,positive,emas
Steering and braking feel responsive,positive,positive,emas
"The digital cluster is clear and functional, though it definitely lacks customization options.",neutral,neutral,emas
Interior feels modern and high quality,positive,positive,emas
Wind noise becomes unbearable once you cross 110 km/h on the highway.,negative,negative,emas
the infotainment system is a mess. it takes forever to load the maps when I start the car. ğŸ—ºï¸ğŸŒ,negative,negative,emas
"Not gonna lie, e.MAS 7 didnâ€™t impress me much. Itâ€™s fine but not memorable.",negative,negative,emas
There are some minor panel gaps on the exterior that could definitely be improved.,negative,negative,emas
"e.MAS 7 overall vibe is just better, BYD feels like a compromise",positive,positive,emas
Turning on the aircon from the app 10 minutes before I get in is the best feeling. â„ï¸ğŸ“±,positive,positive,emas
"e.MAS 7 ride feels polished, BYD feels raw",positive,positive,emas
"e.MAS 7 feels very beginner friendly. Everything is easy to understand, nothing confusing at all.",positive,positive,emas
"Lowkey loving the interior, feels premium",positive,positive,emas
Feels confident and enjoyable to drive,positive,positive,emas
"My average power consumption is around 16.2kWh/100km, which is quite respectable.",neutral,neutral,emas
e.MAS 7 feels dependable and easy to live with. Solid daily option.,positive,positive,emas
"e.MAS 7 interior feels premium, gas car feels cheap",positive,positive,emas
Lack of a spare tire is a major concern for me when traveling long distances.,negative,negative,emas
"Acceleration feels smooth, predictable",positive,positive,emas
e.MAS 7 made my commute feel less stressful. Quiet drive really changes the mood ğŸ˜Œ,positive,positive,emas
Cabin space is generous for passengers,positive,positive,emas
It looks a bit too similar to its Chinese counterparts. Needs more local flair. ğŸ˜´,negative,negative,emas
"It is a very quiet ride, although there is a bit of road noise on coarser tarmac.",neutral,neutral,emas
This car is lowkey a good deal. e.MAS 7 feels worth the money.,positive,positive,emas
"Itâ€™s a good car. It doesnâ€™t excite me much, but it does everything reasonably well.",neutral,neutral,emas
"Charging at home is super convenient, EV perks",positive,positive,emas
"Not enough legroom in the back, annoying",negative,negative,emas
"The ""Hi Proton"" voice command system is very hit-or-miss with my accent.",negative,negative,emas
The ADAS in the Atto 3 is much more reliable. Protonâ€™s sensors are way too twitchy.,negative,negative,emas
e.MAS 7 kinda surprised me ngl. The acceleration is clean and it doesnâ€™t feel clunky at all. Pretty chill car overall ğŸ˜Œ,positive,positive,emas
The low-speed hum is way too loud. It attracts too much attention in parking lots. ğŸ¦ğŸ˜³,negative,negative,emas
Acceleration lags on highway,negative,negative,emas
I really miss having a physical volume knob. Swiping the screen is just annoying. ğŸ“¢,negative,negative,emas
Feels agile and light on the road,positive,positive,emas
The startup animation on the main screen is a bit unnecessary for my taste.,neutral,neutral,emas
Steering doesnâ€™t feel precise at low speed,negative,negative,emas
The piano black surfaces are dust magnets. I have to carry a microfiber cloth everywhere. ğŸ§¼ğŸ“‰,negative,negative,emas
"Tried the e.MAS 7 today and honestly it feels way smoother than I expected ğŸ˜® The ride is quiet and the interior feels calm, perfect for city driving.",positive,positive,emas
"Iâ€™ve been driving the e.MAS 7 for a week now and itâ€™s actually comfy af. Quiet ride, no engine noise stress, very chill vibes ğŸ˜Œ",positive,positive,emas
The Lane Keep Assist is too grabby. I feel like I'm fighting the car for control on the Karak highway. ğŸ¥ŠğŸš—,negative,negative,emas
"e.MAS 7 drives smoothly but lacks fun factor. Very practical, not exciting.",negative,negative,emas
"Cabin space in e.MAS 7 feels modern and roomy, gas car cramped",positive,positive,emas
Steering feels unnatural at times,negative,negative,emas
"Steering is light and precise, EV vibes on point",positive,positive,emas
Level 2 autonomous driving is a game changer for long highway stints.,positive,positive,emas
"Feels like a tech-forward ride, modern af",positive,positive,emas
the infotainment system is a mess. it takes way too long to load the maps when I first start the car. ğŸ—ºï¸ğŸŒ,negative,negative,emas
"Steering is stiff, makes tight turns annoying",negative,negative,emas
"Dashboard tech glitches sometimes, gas car was simpler",negative,negative,emas
"It's basically a Geely platform, but the local support makes it a safer bet.",positive,positive,emas
"e.MAS 7 is honestly a smooth ride, love how it handles city streets",positive,positive,emas
e.MAS 7 surprised me in a good way. Didnâ€™t expect it to be this comfortable tbh.,positive,positive,emas
The brake pedal is a bit too soft for my liking. It doesn't give me enough feedback.,negative,negative,emas
The car is so quiet at low speeds. It's a very peaceful driving experience. ğŸ‘»âœ¨,positive,positive,emas
"Everything about this car screams ""premium."" Proton really leveled up.",positive,positive,emas
The 15.4-inch 2.5K screen resolution is sharper than my home TV. Truly impressed.,positive,positive,emas
Interior + tech = top tier ğŸ”,positive,positive,emas
Itâ€™s a very sleek and professional-looking SUV. It fits perfectly into a corporate setting.,positive,positive,emas
"Exterior scratches easily, gas car paint seemed tougher",negative,negative,emas
"Lowkey regret, expected better EV perks",negative,negative,emas
Steering feels too stiff sometimes,negative,negative,emas
Steering response inconsistent,negative,negative,emas
"Regenerative braking is a bit too abrupt, which can be annoying for passengers. ğŸ¤¢",negative,negative,emas
"The silver trim around the vents reflects in the side mirrors, which is very distracting.",negative,negative,emas
Having rear aircon vents is a must in Malaysia. My kids love it in the back.,positive,positive,emas
"The price is high, but when you consider the tech and features, it's fair.",neutral,neutral,emas
"The sun visor doesn't extend, which means the sun still hits my face from the side.",negative,negative,emas
"Build quality is decent, but I noticed a small gap in the interior trim panels near the dash.",negative,negative,emas
Charging at a 100kW station was super fast. 10% to 80% in about 30 minutes! âš¡ğŸ’¨,positive,positive,emas
"Feels fun in e.MAS 7, BYD feels boring",positive,positive,emas
10/10 for the delivery experience. The e.MAS specialist at the branch was a true professional.,positive,positive,emas
"The brake pedal has a bit of a ""dead zone"" at the top before the mechanical brakes bite. ğŸ›‘ğŸ¥´",negative,negative,emas
Lowkey addicted to my e.MAS 7 ğŸ˜…,positive,positive,emas
"Tech in e.MAS 7 works flawlessly, BYD glitches sometimes",positive,positive,emas
Some of the plastic trim inside feels a bit light and hollow.,negative,negative,emas
"Exterior styling okay, gas car still looks solid",negative,positive,emas
The lane departure beep is way too loud and can be quite startling. ğŸ“¢ğŸ‘¶,negative,negative,emas
why is the lane keep assist so aggressive? it literally tries to wrestle the wheel from me. ğŸ¥ŠğŸš—,negative,negative,emas
"Itâ€™s a bit weird driving without the sound of an engine, but Iâ€™m getting used to it.",neutral,neutral,emas
e.MAS 7 didnâ€™t excite me at all. Smooth drive but boring experience.,negative,negative,emas
"No cap, this car makes every ride an adventure ğŸš—ğŸ’¨",positive,positive,emas
BYD Atto 3 looks generic next to e.MAS 7,positive,positive,emas
The Flyme OS UI looks great but the built-in maps are often 5 minutes behind real-time traffic. ğŸ—ºï¸ğŸŒ,negative,negative,emas
Handles highways smoothly,positive,positive,emas
"Took it downtown, EV acceleration feels instant",positive,positive,emas
Fingerprints are everywhere on the center screen. It looks messy after just one drive. ğŸ§¼ğŸ“‰,negative,negative,emas
Steering response is predictable and smooth,positive,positive,emas
"e.MAS 7 exterior looks sharp, BYD feels basic",positive,positive,emas
Honestly impressed with how comfortable e.MAS 7 is. Didnâ€™t expect that at all.,positive,positive,emas
Honestly didnâ€™t expect to like e.MAS 7 this much. The driving experience is chill and comfortable.,positive,positive,emas
The software update process is slow and has failed on me once already. ğŸ“‰ğŸ› ï¸,negative,negative,emas
"Cabin feels premium and cozy, electric vibes",positive,positive,emas
The lane departure warning keeps turning itself back on. I HATE IT. ğŸ˜¡,negative,negative,emas
"Interior so clean, aesthetic check âœ”ï¸",positive,positive,emas
Cabin feels cramped during long drives,negative,negative,emas
Interior design feels premium,positive,positive,emas
Steering feels heavy,negative,negative,emas
"e.MAS 7 torque hits instantly, gas car lagging af",positive,positive,emas
The voice control system is very hit or miss. It often fails to understand basic requests.,negative,negative,emas
Wind noise at highway speeds is louder than I expected for a quiet electric car.,negative,negative,emas
e.MAS 7 looks sleek from every angle,positive,positive,emas
The car is okay but e.MAS 7 didnâ€™t really excite me. Feels a bit too plain ğŸ˜,negative,negative,emas
Canâ€™t stop flexing my ride ğŸ˜,positive,positive,emas
"e.MAS 7 feels like a good daily car for city life. Nothing extra, just works well ğŸ™ï¸",positive,positive,emas
"Gas mileage low, not practical",negative,negative,emas
The wind noise at 110km/h is quite noticeable. I expected it to be quieter.,negative,negative,emas
The e.MAS specialist was very helpful and explained the charging process clearly.,positive,positive,emas
"Quiet cabin makes it feel premium AF, EV perks",positive,positive,emas
The steering feel is totally numb. It feels like I'm playing a video game.,negative,negative,emas
The brake pedal feels very mushy. It doesn't inspire any confidence at high speeds.,negative,negative,emas
"The exterior design is very minimalist and clean, though it lacks a certain aggressive edge.",neutral,neutral,emas
Steering feels precise even in tight corners,positive,positive,emas
The car feels heavy when you're braking hard from high speeds on the highway.,negative,negative,emas
"EV torque hits instantly, gas car delayed AF",positive,negative,emas
e.MAS 7 looks nice but the vibe feels too safe for my taste. I want more excitement.,negative,negative,emas
Fuel efficiency poor,negative,negative,emas
"Gas car fumes and engine noise are annoying, e.MAS 7 = peaceful vibes",positive,positive,emas
The sound system in this car? Next level ğŸ”Š,positive,positive,emas
The piano black surfaces are dust magnets. They look dirty almost immediately. ğŸ§¼ğŸ“‰,negative,negative,emas
"NO CAP, the ambient lighting makes the cabin look like a high-end lounge. âœ¨ğŸ˜¤",positive,positive,emas
The seats are a bit too firm for my liking. Long trips can be a bit uncomfortable. ğŸªµğŸ¥´,negative,negative,emas
"Honestly, this car is smoother and more refined than some of its famous rivals. ğŸ˜¤ğŸ”¥",positive,positive,emas
"e.MAS 7 feels like a safe choice, but also a boring one.",negative,negative,emas
BYD has better energy management. My range actually matches the dashboard.,negative,negative,emas
The car is so quiet at low speeds. It's a very peaceful driving experience. ğŸ‘»âœ¨,positive,positive,emas
"The legroom is massive. Even with the front seats all the way back, there's plenty of space.",positive,positive,emas
Some of the stitching on the seats looks a bit uneven. Quality control could be better.,negative,negative,emas
Wind noise becomes very noticeable once you cross 100km/h on the highway.,negative,negative,emas
Love the smooth ride and handling,positive,positive,emas
There are some minor panel gaps on the exterior that could be improved.,negative,negative,emas
This vehicle is a solid choice for a daily driver. The cabin is incredibly spacious for a family.,positive,positive,emas
"Maintenance at 25,000km only cost me RM92 for a cabin filter change. My wallet is so happy! ğŸ’µâœ¨",positive,positive,emas
BYD's global reputation is why Iâ€™m switching. I don't want to be a Proton test subject.,negative,negative,emas
BYD Atto 3 is the king of EVs in Malaysia. e.MAS is just a pretender to the throne. ğŸ‘‘ğŸ“‰,negative,negative,emas
The map system is trash. It doesn't even know half the new roads in KL.,negative,negative,emas
The acceleration is so smooth that I often find myself going faster than I realize.,positive,positive,emas
Acceleration not impressive,negative,negative,emas
Seat ventilation is a life-changer. No more sweaty shirts when I arrive at work! â„ï¸ğŸ‘•,positive,positive,emas
e.MAS 7 is smooth but feels soulless somehow. Hard to explain ğŸ˜•,negative,negative,emas
"Seats are too firm, not cozy",negative,negative,emas
"e.MAS 7 interior hits different, BYD feels like a budget ride",positive,positive,emas
The radio reception is weak in rural areas. It keeps cutting out. ğŸ“»ğŸ“‰,negative,negative,emas
"Steering feels weird, not natural",negative,negative,emas
Feels like a proper luxury ride,positive,positive,emas
The exterior of the BYD looks sporty. The e.MAS 7 looks like a generic family van. ğŸšğŸ˜´,negative,negative,emas
"Battery drains faster than I expected, rip",negative,negative,emas
Why is there no Apple CarPlay support yet? This is a huge dealbreaker for me.,negative,negative,emas
"The legroom is massive. Even with the front seats all the way back, there's plenty of space.",positive,positive,emas
PHENOMENAL NVH LEVELS. Driving at 110km/h feels like floating on a cloud. â˜ï¸,positive,positive,emas
The price is fair given the amount of technology packed into this SUV.,neutral,neutral,emas
"Honestly, this car is smoother and more refined than some of its famous rivals. ğŸ˜¤ğŸ”¥",positive,positive,emas
Some of the plastic trim inside feels a bit light and hollow to the touch.,negative,negative,emas
e.MAS 7 feels too safe and boring. Wish it had more fun elements.,negative,negative,emas
"Charging this EV is easy, gas car = constant stops at pumps",positive,positive,emas
"Iâ€™m consistently getting 340km on the highway at 110km/h. For a 60kWh battery, that efficiency is top-tier. ğŸ”‹ğŸ’¨",positive,positive,emas
SLAYED MY ROAD TRIP! 350km on one charge and didn't even sweat. ğŸ’…âœ¨,positive,positive,emas
"Acceleration lags in cold weather, not fun",negative,negative,emas
OMG this e.MAS 7 is straight fire ğŸ”¥ handles like a dream!,positive,positive,emas
I love how quiet the cabin is even when driving through a heavy thunderstorm. â›ˆï¸ğŸ¤«,positive,positive,emas
Handles tight turns without drama,positive,positive,emas
"Exterior scratches easily, annoying for the price",negative,negative,emas
I noticed a small rattle coming from the passenger side dash on uneven roads.,negative,negative,emas
I managed to drive 390km on a single charge yesterday. The efficiency is truly impressive. ğŸ”‹âœ¨,positive,positive,emas
The 540-degree camera is super helpful for navigating through very tight spots. ğŸ¥ğŸš—,positive,positive,emas
Fast charging at a DC station is quick and easy. Very convenient for highway travel. âš¡ğŸ’¨,positive,positive,emas
Home charging is just so convenient. I never have to worry about finding a station. ğŸ”ŒğŸ”‹,positive,positive,emas
Feelinâ€™ fancy flexinâ€™ in my e.MAS 7 ğŸ’…,positive,positive,emas
e.MAS 7 surprised me with how comfortable the seats are. Didnâ€™t expect that.,positive,positive,emas
Dashboard feels cluttered and confusing,negative,negative,emas
"Steering precision e.MAS 7 > BYD, feels night and day",positive,positive,emas
"Interior and tech in e.MAS 7 feels futuristic, gas car outdated",positive,positive,emas
"Feels fun and premium in e.MAS 7, BYD feels standard",positive,positive,emas
Turning radius is surprisingly tight. I can do a U-turn in one go on most 2-lane roads.,positive,positive,emas
The car makes a weird futuristic hum at low speeds. It's... okay I guess.,neutral,neutral,emas
"Finally, an EV that actually feels like a proper family SUV and not a toy.",positive,positive,emas
I didn't realize how much more expensive EV insurance would be. It's a bit of a shock. ğŸ’¸,negative,negative,emas
Ride feels stable at higher speeds,positive,positive,emas
"Tech glitches occasionally, annoying",negative,negative,emas
Turning on the aircon from my phone 5 minutes before I leave is the ultimate luxury. â„ï¸ğŸ“±,positive,positive,emas
THE TORQUE IS NUTS. I love how it just takes off without any hesitation. ğŸš€ğŸ”¥,positive,positive,emas
The e.MAS 7 uses a front-mounted 160kW motor. Plenty for overtaking.,positive,positive,emas
Interior layout is logical and user-friendly,positive,positive,emas
The software update failed twice for me. I had to take it back to the dealer. ğŸ“‰ğŸ› ï¸,negative,negative,emas
The 160kW motor provides plenty of punch for overtaking easily on the highway.,positive,positive,emas
"Took it on highway, EV torque lagged on inclines",negative,negative,emas
"The frunk is small, but it's a great spot to store my portable charging cable.",positive,positive,emas
"Took both on long trips, e.MAS 7 seats = comfortable, BYD = stiff",positive,positive,emas
Interior vibes = immaculate âœ¨,positive,positive,emas
"Suspension bounces too much, feels unstable",negative,negative,emas
The LED headlights are incredibly bright. They illuminate the entire road perfectly.,positive,positive,emas
"Regenerative braking is a bit too abrupt, which can be annoying for passengers. ğŸ¤¢",negative,negative,emas
"Dashboard freezes sometimes, gas car never did",negative,negative,emas
Resale value is going to be a nightmare for these early EVs. I'm worried. ğŸ“‰ğŸ˜°,negative,negative,emas
"The frunk is small, but useful for keeping my charging cables out of the main boot.",positive,positive,emas
Ride feels consistent and reliable,positive,positive,emas
Fuel efficiency disappointing,negative,negative,emas
e.MAS 7 got the drip and vibe ğŸ˜,positive,positive,emas
"Dashboard is intuitive, tech works flawlessly",positive,positive,emas
Torque delivery is immediate and silent. It makes city driving so much more effortless. ğŸ’¨,positive,positive,emas
Exterior details are subtle but classy,positive,positive,emas
"The price point is slightly high for a local brand, but the tech justifies it.",neutral,neutral,emas
The sun visor is too short. It doesn't extend to block the afternoon sun from the side.,negative,negative,emas
No physical volume knob is a huge mistake. The screen is too distracting to use. ğŸ“¢ğŸš«,negative,negative,emas
Interior tech in e.MAS 7 = smarter than gas car,positive,positive,emas
"Sound system is solid, music sounds great",positive,positive,emas
